Khanty_people	__people__ethnicity__languages_spoken	Khanty_Language
Golden_Axe_III	__cvg__computer_videogame__cvg_genre	Fantasy
Faïza_Guène	__common__topic__notable_types	Film_director
Greensburg	__location__location__people_born_here	Robert_Mitinger
Canoe_Slalom	__olympics__olympic_sport__olympic_games_contested	2000_Summer_Olympics
John_Elphick	__people__person__gender	Male
Ray_Sahelian	__people__person__gender	Male
Hari_Gurung	__people__person__gender	Male
Nasturtium	__base__thoroughbredracing__thoroughbred_racehorse__sex	Stallion
Q_Lazzarus	__people__person__profession	Singer
Friends_and_Heroes	__tv__tv_program__genre	Action
Catherine_Leterrier	__people__person__profession	Production_Designer
R._M._Ballantyne	__people__person__gender	Male
True_Christianity	__book__written_work__subjects	Christianity
A_Place_of_Execution	__book__written_work__author	Val_McDermid
Colors_EP	__music__release__track_list	Red
Aneurin_Bevan	__people__person__gender	Male
Nathaniel_P._Banks	__people__person__profession	Lawyer
Tiefschwarz	__music__artist__track	Blow
Lost	__music__recording__tracks	Lost
Philip_Gunawardena	__people__person__gender	Male
Colorado_Bulldog	__food__dish__type_of_dish1	Cocktail
Ana_Maria_Mainieri	__people__person__nationality	Brazil
Bobby	__music__release_track__recording	Bobby
Kerala	__location__location__people_born_here	M._N._Vijayan
Hong_Liangji	__people__person__nationality	China
The_Fallout	__book__written_work__subjects	Adventure
Keeping_the_Faith	__freebase__valuenotation__is_reviewed	Author
Dream_pop	__music__genre__parent_genre	Psychedelic_pop
Mike_Roth	__people__person__profession	Cinematographer
Davenport	__type__content__media_type	image_png
Babylon	__music__recording__artist	David_Carbonara
Azle	__periodicals__newspaper_circulation_area__newspapers	Azle_News
Cisza	__music__release__region	Poland
Patrick_Stewart	__common__topic__image	Hair_loss
Ljubljana	__location__location__people_born_here	Philipp_von_Cobenzl
Screwed_in_Tallinn	__film__film__directed_by	Tomas_Alfredson
Aleksandr_Tyutin	__people__person__nationality	Russia
Herbert_McCabe	__people__person__gender	Male
Ljubljana	__location__location__people_born_here	Andraž_Kirm
Columbia	__common__topic__notable_types	Ship
Cat_House	__tv__tv_series_episode__director	Jim_Conway
John_F._Davis	__people__person__profession	Lawyer
Steve_Bing	__film__writer__film	Kangaroo_Jack
The_Goodbye_Girl	__media_common__netflix_title__netflix_genres	Television_film
Derren_Witcombe	__people__person__gender	Male
Aaron_Moorehead	__american_football__football_player__position_s	Wide_receiver
Thorenson	__location__location__containedby	Idaho
Alexander	__common__topic__notable_types	Video_Game_Version
Pat_Briggs	__people__person__profession	Singer
Ljubljana	__location__location__people_born_here	Petra_Majdič
designer	__type__property__expected_type	Person
Kahawa	__book__book__genre	Fiction
Winged_Wonderland	__film__film__genre	Short_Film
Sandro_Kaiser	__people__person__gender	Male
Jeff_Skowron	__people__person__gender	Male
Cayouche	__people__person__gender	Male
Honolulu_County	__location__us_county__hud_county_place	Kailua
2001_FA_Cup_Final	__sports__sports_championship_event__runner_up	Arsenal_F.C.
Ljubljana	__location__location__people_born_here	Dalibor_Stevanović
Joe_O'Donnell	__people__person__gender	Male
Magkaribal	__tv__tv_program__genre	Melodrama
Moroni_Olsen	__people__person__gender	Male
Tennis	__olympics__olympic_sport__olympic_games_contested	1900_Summer_Olympics
Jeans	__media_common__netflix_title__netflix_genres	Hindi_Language
Marvin_M._Ellison	__people__person__profession	Writer
Solstice	__music__single__versions	Solstice
This_Is_the_Life	__media_common__netflix_title__netflix_genres	Documentary_film
Emil_Vora	__people__person__gender	Male
Ray_Stachowicz	__people__person__gender	Male
Lev_Shestov	__influence__influence_node__influenced	Georges_Bataille
Trevor_Peacock	__people__person__profession	Screenwriter
William_Wynford	__people__person__gender	Male
Joe_Picard	__people__person__profession	Cinematographer
Polow_da_Don	__music__producer__releases_produced	Exclusive
Tom_Miranda	__people__person__gender	Male
Meltdown	__music__album__album_content_type	Live_Album
Owen_Kahn	__people__deceased_person__place_of_death	Richmond
Cult_Comedies	__media_common__netflix_genre__titles	I_Heart_Huckabees
Mean_Man	__music__recording__releases	Baby
Falerone	__location__location__containedby	Province_of_Fermo
Kaster	__common__topic__notable_types	City_Town_Village
Augusta,_Texas	__common__topic__notable_types	City_Town_Village
David_Lain_Baker	__people__person__place_of_birth	Long_Beach
Sparkle	__film__film__genre	Documentary_film
Roger_Pusey	__music__artist__genre	Rock_music
Amsterdam	__music__release_track__recording	Amsterdam
Aleksandr_Petrov	__people__person__profession	Basketball_player
Stuart_Carswell	__people__person__nationality	Scotland
Kerala	__location__location__people_born_here	K._V._Simon
Sylvia_Pogorzelski	__award__competitor__competitions	Miss_USA_2005
Eve_Merriam	__freebase__valuenotation__is_reviewed	Date_of_birth
Lorena_Zilleruelo	__people__person__nationality	Chile
Glim	__location__neighborhood__neighborhood_of	Alexandria
Mobile	__music__recording__tracks	Mobile
The_Tourists	__film__film__genre	Short_Film
The_Open_Door	__music__recording__artist	Darrell_Scott
Berry_Gordy	__film__producer__films_executive_produced	The_Wiz
Cult_Comedies	__media_common__netflix_genre__titles	Galaxy_Quest
Gary_Habermas	__people__person__profession	Writer
Pantse_Syrjä	__people__person__nationality	Finland
Alessio_Locatelli	__soccer__football_player__position_s	Goalkeeper
Ibrahim_El_Batout	__people__person__profession	Cinematographer
Dick_Randall	__people__person__profession	Film_Producer
John_Finn	__freebase__valuenotation__is_reviewed	Place_of_birth
Paul_Tickell	__people__person__profession	Television_producer
Ljubljana	__location__location__people_born_here	Rajko_Perušek
Alex_Kingston	__award__award_nominee__award_nominations	Maria_Bello
The_Gift	__film__film__genre	Short_Film
Atlanta,_Delaware	__common__topic__notable_types	City_Town_Village
Richard_Thompson	__broadcast__artist__content	Radio_Paradise
Tony_Delmonico	__people__person__place_of_birth	Tallahassee
Kerala	__location__location__people_born_here	T._M._Jacob
Lovelife	__music__release__region	United_Kingdom
Eric_Stanze	__people__person__profession	Screenwriter
A_Ride_for_a_Bride	__film__film__genre	Short_Film
Ljubljana	__location__location__people_born_here	Bojan_Stupica
Rama_II	__book__book__genre	Fiction
David_J	__freebase__valuenotation__is_reviewed	Date_of_birth
Walt_Simonson	__fictional_universe__fictional_character_creator__fictional_characters_created	Joey_Bailey
Lester_Clark	__people__person__place_of_birth	Akron
Tato_Kotetishvili	__people__person__profession	Cinematographer
Dan_Butler	__people__person__gender	Male
Jean-Marie_Hullot	__people__person__nationality	France
Waterloo	__common__topic__notable_types	City_Town_Village
Sumit_Ghosh	__people__person__gender	Male
Hirotaro_Narabayashi	__medicine__physician__medical_specialty	Neurosurgery
Darian_Hagan	__people__person__profession	Coach
Letting_Go	__music__album__genre	Alternative_metal
8_Bits	__film__film__genre	Short_Film
Eclipse	__common__licensed_object__license	Public_domain
York_University	__people__person__education	Lindiwe_Sisulu
Supernova	__music__album__release_type	Album
Pilvi_Takala	__people__person__nationality	Finland
Секененра	__music__album__genre	Industrial_music
The_Green_Prince	__film__film__genre	Documentary_film
John_O'Sullivan	__people__person__gender	Male
Ontario	__location__location__people_born_here	George_Bjorkman
Conway_Baker	__people__person__gender	Male
David_J	__freebase__valuenotation__is_reviewed	Place_of_birth
Red_Ostergard	__people__person__gender	Male
Patricia_Clarkson	__award__award_nominee__award_nominations	Sam_Rockwell
David_Struch	__ice_hockey__hockey_player__hockey_position	Centerman
Ljubljana	__location__location__people_born_here	Blaz_Setnikar
Dávid_Nagy	__people__person__gender	Male
Thorne:_Sleepyhead	__film__film__executive_produced_by	Mark_Billingham
Viktor_Ullmann	__people__person__place_of_birth	Cieszyn
Kim_Rhodes	__freebase__valuenotation__is_reviewed	Gender
Brandon_Marshall	__people__person__gender	Male
Yahaan	__media_common__netflix_title__netflix_genres	India
Linus_Malmqvist	__soccer__football_player__position_s	Defender
Ben_Bornstein	__people__person__gender	Male
Scooter_Corkle	__people__person__profession	Cinematographer
Vladimirs_Cīmanis	__people__person__gender	Male
Larry_Nance_Jr.	__people__person__gender	Male
Bullet_Scars	__film__film__genre	Crime_Fiction
Vikas_Kalantri	__people__person__nationality	India
Alias	__tv__tv_program__genre	Spy_film
Triathlon	__olympics__olympic_participating_country__athletes	Mauritius
Jens_Winther	__music__artist__genre	Jazz
Bakchich_EP_2	__music__release__track_list	1980
Mark_Flood	__people__person__gender	Male
Ljubljana	__location__location__people_born_here	Drago_Milinovic
Al_Di_Meola	__music__artist__album	He_&_Carmen
Haddon	__location__location__containedby	Cambridgeshire
Wybrand_de_Geest	__people__deceased_person__place_of_death	Leeuwarden
Lady_Madonna	__music__recording__artist	The_Beatles
David_M._Carroll	__people__person__profession	Naturalist
Kansas_City	__music__recording__artist	Paul_McCartney
Guatemala	__music__recording__tracks	Guatemala
Kaada_Patton	__music__artist__genre	Rock_music
Monica	__people__person__place_of_birth	Kottayam
Joey_Bishop	__common__topic__notable_types	TV_Actor
Lopen	__location__location__containedby	Somerset
Alf_Sparrow	__people__person__gender	Male
Marvin_Yancy	__people__person__profession	Songwriter
Barry_Aldridge	__people__person__profession	Television_producer
Queen_Village	__location__location__containedby	Pennsylvania
Peru	__music__recording__tracks	Peru
Abdullah_Yusuf_Azzam	__education__educational_institution__students_graduates	Al-Azhar_University
Mátyás_Rákosi	__people__person__nationality	Kingdom_of_Hungary
Don_Morrison	__people__person__place_of_birth	Saskatoon
Seichi_Ikemoto	__common__topic__notable_types	Person
Edgewood	__location__location__containedby	Muscogee_County
Castle_Douglas	__location__location__people_born_here	Arthur_Smith
Jürgen_Trumpf	__people__person__gender	Male
Ludovico_Orsi	__fictional_universe__fictional_character__gender	Male
C._Kim_Miles	__people__person__gender	Male
Kiddie_League	__film__film__genre	Family
Jesse_Hartman	__people__person__profession	Film_Producer
Sabri_Saad_El-Hamus	__people__person__nationality	Egypt
Interceptors	__music__release__track	Fever
Pingdingshan	__base__aareas__schema__administrative_area__administrative_parent	Henan
Robert_Miller	__people__person__gender	Male
Eulogy	__film__film__produced_by	Steven_Haft
Cartoon_Factory	__film__film__produced_by	Max_Fleischer
Yasuhiro_Aoki	__common__topic__notable_types	Film_director
The_Blair_Years	__tv__tv_program__country_of_origin	United_Kingdom
Utah	__music__album__releases	Utah
Mike_Vranos	__people__person__profession	Businessperson
Johnny_Depp	__music__release_track__recording	Johnny_Depp
Luis_Kutner	__people__person__profession	Lawyer
Patricia_Clarkson	__award__award_nominee__award_nominations	Alex_Borstein
Walter_Barnes	__people__person__gender	Male
Christina_Christ	__people__person__profession	Television_producer
Ljubljana	__location__location__people_born_here	Gregor_Židan
Triathlon	__olympics__olympic_participating_country__athletes	Hungary
Shropshire	__location__location__contains	Bitterley
The_Very_Best	__music__album__release_type	Album
John_Nance_Garner	__people__person__ethnicity	White_people
René_Hubert	__people__person__gender	Male
Lesbian_Cliché_Song	__film__film__genre	LGBT
Twilight	__music__release_track__recording	Twilight
Minuteman_Project	__organization__organization__sectors	Immigration
Live_at_Nearfest	__music__album__genre	Progressive_rock
Francisco_Ohem_Ochoa	__people__person__gender	Male
Ljubljana	__location__location__people_born_here	Klemen_Lorbek
B.V.S.Ravi	__people__person__profession	Writer
Knife_Edge	__music__composition__composer	Brett_Anderson
Coca-Cola_Ken_Doll	__base__barbie__barbie_doll__theme	Popular_culture
Alabama	__music__release_track__release	Snow_on_the_Tracks
Whitney_Mansion	__common__topic__notable_types	Location
Pure_Soul	__music__release__region	United_Kingdom
Down_in_the_Valley	__music__composition__composer	Kurt_Weill
Doctor_Zhivago	__book__book_edition__author_editor	Boris_Pasternak
Spirograph	__common__topic__notable_types	Invention
Al_Di_Meola	__music__artist__album	All_Your_Life
Food	__type__object__permission	Publisher
The_Bourne_Ultimatum	__book__written_work__subjects	Adventure
Ljubljana	__location__location__people_born_here	Jernej_Šugman
Thomas_Nelson	__book__publishing_company__books_published	The_Secret_Garden
Walter_Corbo	__soccer__football_player__position_s	Goalkeeper
Shreyas_Talpade	__people__person__languages	Hindi_Language
Jonathan_Hart	__people__person__gender	Male
Yash_Raj_Films	__organization__organization__founders	Yash_Chopra
Ljubljana	__location__location__people_born_here	Džoni_Novak
Marcus_Adams	__film__writer__film	Long_Time_Dead
Another_Day	__music__release_track__recording	Another_Day
Anne_Veski	__people__person__profession	Singer
Richard_Hunt	__film__film_character__portrayed_in_films	Fozzie_Bear
Chad_Kodiak	__people__person__profession	Film_Producer
William_Kurk	__people__person__gender	Male
Tommy_Amaker	__people__person__ethnicity	African_American
Gattaca	__film__film__produced_by	Michael_Shamberg
Cat_House	__tv__tv_series_episode__director	James_L._Conway
Les_Années_Columbia	__music__release__track	Opium
Unorthodox_Jukebox	__music__release__format	Compact_disc
Emílio_Santiago	__people__person__place_of_birth	Rio_de_Janeiro
Koło_County	__location__location__containedby	Poland
High_Hopes	__film__film__country	England
Medieval:_Total_War	__cvg__computer_videogame__publisher	Activision_Blizzard
Pietro_Germi	__common__topic__notable_types	Film_director
Gang_bang	__music__recording__artist	Indochine
Alexander_Godynyuk	__people__person__gender	Male
Sally_Burton	__people__person__nationality	United_Kingdom
Phil_Hendrie	__people__person__profession	Voice_Actor
Our_Solar_System	__music__release__track	Classical_Music
Bryan_Shaw	__baseball__baseball_player__bats	Ambidexterity
johnivins111	__freebase__user_profile__location	Richmond
Michael_Garrity	__people__person__profession	Film_Producer
6784_Bogatikov	__astronomy__star_system_body__star_system	Solar_System
Mrs._Santa_Claus	__film__film__directed_by	Terry_Hughes
City_of_Launceston	__location__location__containedby	Tasmania
Lisa_McAllister	__people__person__place_of_birth	Scotland
Sheffield	__music__album__release_type	Album
Linfield	__location__location__containedby	Pennsylvania
Avargal	__film__film__country	India
